policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL86910,1000,1588,50000,76,1,Side Impact,5,5987,No
POL71921,2000,1504,100000,19,0,Rollover,2,10688,Yes
POL88312,1000,2437,100000,31,13,Hit & Run,5,6065,No
POL52189,500,931,100000,53,11,Front Collision,5,1791,No
POL27354,2000,1330,150000,33,17,Rear-End,1,6499,No
POL90875,1000,921,100000,31,4,Front Collision,3,14066,No
POL96642,500,2411,50000,55,15,Rollover,3,11121,No
POL88412,1000,2519,100000,64,2,Front Collision,2,2687,No
POL49365,500,2172,150000,52,7,Front Collision,1,19243,No
POL17118,500,1731,150000,41,12,Hit & Run,5,18680,Yes
POL88698,2000,2848,50000,24,4,Rear-End,4,3440,Yes
POL43154,2000,2132,100000,82,10,Hit & Run,4,16157,No
POL22793,2000,1237,50000,57,21,Rollover,5,3062,No
POL67290,500,1215,50000,48,5,Rollover,4,9157,No
POL48165,1000,1265,150000,29,12,Rollover,2,11199,No
POL18414,1000,2433,100000,25,13,Hit & Run,2,1283,No
POL32511,2000,1959,150000,36,0,Front Collision,3,3813,Yes
POL90530,1000,1813,150000,36,8,Front Collision,2,17902,No
POL57143,2000,2891,100000,20,9,Front Collision,2,18762,No
POL17926,1000,1404,150000,63,3,Rear-End,3,2566,No
POL42107,500,719,100000,84,23,Rear-End,5,7026,No
POL23426,1000,759,100000,43,10,Rear-End,4,1025,No
POL42296,500,936,50000,46,10,Side Impact,2,12157,No
POL95194,1000,2112,100000,21,15,Side Impact,5,9748,No
POL38623,1000,1913,150000,67,8,Front Collision,4,8943,No
POL45395,2000,2987,100000,40,20,Hit & Run,1,7485,No
POL63056,1000,1620,150000,70,15,Rear-End,2,16663,No
POL40436,1000,1870,100000,40,20,Side Impact,1,16583,No
POL99287,1000,2766,50000,56,5,Hit & Run,2,1623,No
POL33167,2000,1940,150000,26,2,Side Impact,4,18003,Yes
POL34832,1000,2952,100000,83,0,Side Impact,5,2059,Yes
POL98834,1000,984,150000,27,14,Rollover,2,19669,No
POL42285,2000,1506,100000,70,5,Rear-End,1,2843,No
POL57820,1000,1840,150000,83,1,Side Impact,5,11104,No
POL59277,500,2740,150000,31,1,Rear-End,2,9853,No
POL62189,500,733,100000,60,16,Hit & Run,1,7450,Yes
POL44762,1000,2860,100000,48,5,Hit & Run,2,14481,No
POL97192,1000,2470,150000,62,3,Rollover,5,11265,No
POL92662,2000,763,50000,53,9,Rear-End,2,9618,No
POL44123,1000,1353,150000,44,0,Rollover,5,17275,No
POL32890,500,2827,50000,44,14,Hit & Run,3,12719,Yes
POL56590,500,2469,150000,80,2,Side Impact,4,8290,No
POL56851,500,1192,50000,66,4,Front Collision,1,4002,No
POL45745,2000,1280,50000,66,21,Front Collision,1,6434,Yes
POL68294,500,1081,100000,76,5,Rollover,1,15292,No
POL48026,500,2531,150000,76,14,Side Impact,2,6036,No
POL87652,1000,2983,50000,66,12,Rear-End,4,18366,No
POL28377,1000,2664,50000,63,12,Hit & Run,5,19489,Yes
POL87316,1000,872,100000,33,8,Hit & Run,2,16887,No
POL94428,500,1427,100000,18,11,Side Impact,2,14861,No
POL29181,500,2376,50000,42,12,Side Impact,4,4589,No
POL53377,1000,1124,150000,71,4,Front Collision,5,9303,No
POL79589,2000,1415,150000,41,23,Rollover,3,1864,No
POL85353,2000,2466,150000,60,3,Rollover,1,15000,No
POL46410,500,2531,100000,75,7,Rollover,1,7273,No
POL37046,2000,758,100000,82,23,Hit & Run,1,6583,Yes
POL51684,2000,1844,100000,40,0,Hit & Run,3,19809,Yes
POL44444,2000,2988,100000,75,2,Side Impact,1,16630,No
POL88763,2000,1611,100000,33,2,Rear-End,2,13855,No
POL14306,2000,2379,50000,27,11,Rollover,4,15341,No
POL66486,1000,2154,150000,25,11,Front Collision,5,10923,No
POL64415,500,2641,100000,80,13,Rear-End,2,17299,No
POL39846,1000,1750,50000,72,19,Rollover,4,3117,No
POL59488,500,1311,150000,34,11,Rollover,4,6694,No
POL35541,500,2893,100000,85,9,Rear-End,4,18893,Yes
POL54998,500,1325,50000,75,15,Hit & Run,5,18741,Yes
POL75325,1000,2579,150000,73,18,Front Collision,5,3542,No
POL25728,1000,2553,150000,23,2,Rollover,4,16924,Yes
POL72788,2000,2263,150000,73,8,Rear-End,5,17663,No
POL77509,2000,2691,100000,25,14,Side Impact,5,12326,No
POL26925,500,1950,150000,81,18,Front Collision,3,8132,No
POL40373,2000,2054,150000,40,21,Rollover,5,12710,No
POL65691,1000,2335,150000,36,4,Side Impact,2,7155,No
POL51997,1000,1351,50000,45,7,Rollover,3,19209,No
POL15374,1000,1405,50000,83,10,Front Collision,4,8936,Yes
POL55537,2000,1671,100000,27,4,Front Collision,5,18742,Yes
POL50608,500,985,100000,43,17,Side Impact,1,3873,No
POL93926,2000,1519,100000,60,4,Front Collision,5,14215,No
POL91264,2000,1805,50000,46,10,Side Impact,1,10866,No
POL15996,1000,2149,100000,48,5,Front Collision,1,15031,No
POL44765,500,1286,150000,50,18,Rollover,2,1956,No
POL20659,2000,2501,100000,52,15,Hit & Run,1,10724,No
POL16492,2000,1910,50000,44,14,Hit & Run,5,7973,No
POL89164,2000,2503,100000,35,10,Rear-End,3,13938,No
POL45244,2000,1468,150000,51,23,Hit & Run,4,16177,Yes
POL38431,2000,1415,150000,47,10,Side Impact,5,8595,No
POL69657,500,1167,100000,79,14,Rollover,3,4482,No
POL96401,2000,1981,100000,33,4,Rollover,2,11275,No
POL30744,2000,2138,150000,21,4,Side Impact,5,14866,Yes
POL82469,1000,2830,100000,29,12,Side Impact,1,12628,No
POL98051,500,1458,100000,57,13,Side Impact,4,16481,No
POL19956,2000,1911,100000,70,19,Side Impact,5,1593,No
POL69261,1000,1414,50000,56,5,Side Impact,3,12274,No
POL42018,1000,1903,50000,35,23,Rear-End,4,1733,No
POL80895,2000,1512,150000,68,11,Front Collision,2,5638,No
POL70793,500,1367,100000,70,16,Side Impact,3,5434,No
POL76815,2000,2385,50000,43,2,Rollover,2,16018,No
POL88408,500,2092,150000,54,19,Rear-End,4,11283,No
POL16222,2000,2049,150000,24,10,Hit & Run,4,7594,No
POL46015,500,1284,50000,82,5,Front Collision,2,10462,No
POL50735,2000,803,50000,32,22,Front Collision,2,10723,No
POL81710,1000,1162,150000,26,17,Front Collision,1,2228,Yes
POL66712,2000,2125,50000,61,22,Front Collision,3,1661,No
POL25834,2000,927,150000,30,0,Hit & Run,3,15223,Yes
POL66761,1000,574,100000,29,6,Side Impact,1,6294,No
POL86781,500,1501,50000,72,17,Rollover,2,2683,No
POL75089,1000,1360,50000,56,15,Hit & Run,1,15865,No
POL92847,2000,1509,100000,68,19,Rollover,3,2928,No
POL34289,2000,1318,50000,20,7,Hit & Run,3,13359,Yes
POL96283,1000,1094,150000,40,14,Hit & Run,5,14514,No
POL25411,500,1427,150000,69,20,Hit & Run,4,5260,No
POL67311,500,1983,150000,32,1,Hit & Run,5,12372,No
POL35518,500,1545,50000,21,12,Hit & Run,5,11922,No
POL16101,2000,1070,50000,65,15,Rear-End,1,17372,No
POL74618,1000,2144,150000,85,3,Front Collision,5,16535,No
POL73877,2000,1308,150000,58,12,Rear-End,1,6850,No
POL25673,500,1226,50000,77,16,Rollover,3,12025,No
POL76891,1000,2484,50000,50,6,Rear-End,5,4686,No
POL55560,2000,2136,150000,32,17,Side Impact,5,7753,No
POL44220,500,1129,100000,44,21,Rear-End,5,1123,No
POL13628,500,607,150000,83,1,Front Collision,2,16905,Yes
POL87588,500,1112,100000,64,4,Rollover,3,10336,No
POL91175,2000,2425,100000,69,10,Side Impact,5,4231,No
POL19302,500,1734,100000,74,4,Front Collision,2,17038,Yes
POL35183,1000,1506,100000,65,1,Side Impact,2,3910,No
POL62233,2000,1471,50000,85,15,Front Collision,2,12837,No
POL55290,500,809,50000,58,12,Hit & Run,5,7116,No
POL92300,2000,2976,50000,66,18,Side Impact,4,19010,No
POL81105,1000,2643,100000,30,12,Front Collision,1,19316,No
POL54502,2000,878,50000,81,10,Rear-End,1,1243,No
POL13080,2000,1928,50000,82,23,Front Collision,4,4382,No
POL32124,1000,1127,100000,39,3,Rollover,2,16496,No
POL45298,1000,1957,50000,78,3,Front Collision,4,17551,No
POL19899,500,2938,100000,62,7,Rear-End,3,9503,No
POL49306,2000,1264,50000,73,13,Rollover,5,13899,No
POL50842,1000,2792,100000,19,7,Side Impact,3,5984,No
POL30986,2000,2861,150000,64,18,Hit & Run,2,6245,No
POL52409,2000,1142,150000,66,12,Rear-End,4,2054,No
POL13133,2000,2826,100000,29,1,Hit & Run,4,9315,Yes
POL90550,2000,2523,100000,41,20,Rollover,2,1541,No
POL58352,1000,571,50000,64,22,Rollover,1,17766,No
POL90772,500,1174,50000,46,22,Rollover,5,2769,No
POL50296,1000,2574,150000,81,1,Front Collision,3,2955,Yes
POL10074,500,2310,150000,63,6,Side Impact,4,10661,No
POL67689,500,955,50000,79,14,Rear-End,5,9100,No
POL44473,500,2624,100000,73,19,Hit & Run,4,11451,Yes
POL23853,1000,2318,100000,19,11,Hit & Run,3,8827,No
POL95349,2000,910,150000,38,23,Front Collision,4,2096,No
POL87782,500,2695,50000,52,16,Hit & Run,5,9105,Yes
POL61587,500,2960,150000,47,8,Front Collision,1,3205,Yes
POL18501,1000,2710,150000,18,4,Side Impact,4,14813,Yes
POL47751,500,1768,150000,20,9,Side Impact,3,9583,No
POL65401,500,1772,150000,85,22,Hit & Run,5,17721,Yes
POL98167,1000,2210,100000,56,3,Rollover,5,3893,No
POL21594,500,1764,50000,29,23,Rollover,1,5178,No
POL84292,1000,2878,50000,39,11,Hit & Run,2,9153,No
POL36157,2000,1243,100000,19,12,Side Impact,2,9890,No
POL44759,500,732,50000,70,1,Rear-End,5,15252,Yes
POL73123,1000,1005,150000,31,22,Rollover,5,11457,No
POL63591,1000,1806,50000,21,2,Hit & Run,3,7003,Yes
POL60436,2000,770,50000,61,17,Hit & Run,2,14320,No
POL13302,1000,2577,100000,42,18,Rollover,1,10489,No
POL27267,1000,1660,50000,65,19,Rollover,3,6086,No
POL40894,1000,562,50000,73,21,Front Collision,1,1805,No
POL74542,1000,554,100000,59,2,Front Collision,1,17307,No
POL46529,500,1905,50000,25,15,Front Collision,4,18880,No
POL68330,2000,945,100000,51,22,Hit & Run,4,9141,No
POL94703,500,2567,100000,57,22,Hit & Run,3,14305,Yes
POL41457,1000,2147,100000,66,7,Front Collision,4,10668,No
POL31897,500,1159,150000,29,22,Rollover,3,14547,No
POL25136,500,2343,100000,66,11,Front Collision,2,7557,No
POL50702,1000,2130,50000,46,3,Side Impact,4,10824,No
POL12766,500,648,100000,48,7,Rollover,2,9040,No
POL13330,500,995,50000,43,12,Side Impact,1,14123,No
POL91623,2000,2871,150000,43,21,Hit & Run,5,10704,Yes
POL54910,500,2658,100000,64,11,Side Impact,2,13605,No
POL66628,2000,961,100000,27,16,Rollover,4,17269,No
POL40381,2000,1718,50000,19,0,Side Impact,3,11138,Yes
POL88972,500,2238,50000,81,21,Front Collision,2,8146,No
POL30996,1000,823,100000,68,9,Hit & Run,3,10504,No
POL61468,500,1759,150000,43,2,Front Collision,2,10162,Yes
POL77267,1000,1958,100000,39,11,Rollover,4,2660,No
POL78060,2000,1362,150000,37,18,Side Impact,3,11056,Yes
POL84936,1000,794,150000,82,12,Rear-End,1,7273,No
POL67550,500,2114,50000,24,8,Hit & Run,4,3673,No
POL76138,1000,2450,50000,39,3,Rollover,4,9296,No
POL42403,500,1305,150000,78,10,Front Collision,1,4804,No
POL99450,2000,1812,100000,51,7,Rollover,1,16512,No
POL48821,500,1347,100000,73,19,Hit & Run,2,1676,No
POL84827,2000,2398,150000,81,16,Rollover,5,6457,No
POL36811,500,508,50000,44,18,Rollover,5,3625,No
POL71041,500,1154,150000,70,22,Rear-End,1,11953,No
POL61083,2000,1343,150000,78,7,Front Collision,4,3578,No
POL11796,500,2360,100000,47,13,Rollover,4,4535,No
POL83625,2000,567,100000,62,15,Rear-End,2,14566,No
POL13148,2000,1346,100000,20,18,Side Impact,3,1017,No
POL57697,1000,1351,100000,83,23,Hit & Run,5,16584,Yes
POL12148,2000,2996,150000,49,18,Rollover,4,15872,No
POL52421,1000,2479,50000,72,5,Rollover,3,19829,No
POL11290,2000,2495,50000,32,13,Side Impact,1,7361,No
POL64264,2000,511,100000,61,19,Front Collision,1,17712,No
POL34861,500,1416,50000,44,16,Rollover,5,16792,No
POL94826,500,2844,50000,37,17,Rear-End,3,18912,Yes
POL12868,1000,2368,150000,42,4,Hit & Run,2,4701,Yes
POL43367,500,2863,50000,84,8,Hit & Run,1,18902,Yes
POL63638,1000,1643,150000,65,14,Side Impact,4,5826,Yes
POL23107,1000,2969,150000,50,17,Side Impact,5,1496,No
POL55930,500,2610,50000,18,13,Hit & Run,1,6284,No
POL28316,2000,1365,150000,70,16,Hit & Run,1,1399,No
POL33054,2000,2809,100000,72,0,Front Collision,5,1957,Yes
POL62312,1000,2081,150000,72,23,Front Collision,5,17455,No
POL73935,2000,1712,50000,19,8,Rollover,2,9712,No
POL57795,500,2034,150000,85,19,Front Collision,1,18080,No
POL35206,1000,2502,50000,44,7,Hit & Run,1,19578,No
POL76805,500,894,50000,66,8,Front Collision,4,2167,No
POL89982,2000,2253,150000,61,23,Side Impact,4,3309,No
POL92785,500,1160,150000,56,7,Hit & Run,4,1873,No
POL56017,500,1440,100000,50,22,Hit & Run,2,10357,No
POL69413,500,2504,100000,33,16,Rollover,2,19628,No
POL13702,1000,1031,150000,57,11,Front Collision,1,10749,No
POL58879,500,1933,50000,59,9,Rollover,4,16582,No
POL95601,500,2727,50000,52,17,Front Collision,2,17641,No
POL99972,1000,2694,150000,80,11,Rollover,3,14602,No
POL51288,1000,532,50000,57,8,Side Impact,2,3398,No
POL40953,1000,704,50000,80,11,Side Impact,4,18820,No
POL98619,2000,2481,100000,82,14,Front Collision,2,4083,No
POL59732,1000,2885,150000,61,3,Hit & Run,2,4684,Yes
POL20507,1000,1305,50000,38,20,Hit & Run,3,12404,No
POL26982,1000,1005,50000,39,13,Side Impact,4,2920,No
POL51121,500,1363,100000,39,20,Rollover,1,2255,No
POL67124,500,993,150000,58,6,Rear-End,2,7189,No
POL47217,1000,2629,50000,21,0,Rear-End,4,1756,Yes
POL21645,500,2969,150000,64,7,Rear-End,3,10084,No
POL19978,2000,781,150000,49,8,Rollover,5,6909,No
POL10159,500,2528,50000,61,20,Side Impact,4,18566,Yes
POL20521,2000,2455,50000,23,5,Side Impact,1,7416,No
POL11022,500,639,150000,42,11,Hit & Run,1,9700,No
POL40513,500,1611,150000,77,6,Front Collision,4,5309,No
POL86991,500,610,150000,80,7,Rollover,1,2374,No
POL87980,500,1334,50000,45,9,Hit & Run,3,18184,Yes
POL75915,2000,2112,150000,30,5,Hit & Run,3,11436,No
POL75507,1000,623,50000,30,2,Side Impact,1,9256,No
POL90349,500,823,50000,27,15,Rear-End,4,19841,No
POL31327,2000,2940,100000,40,21,Front Collision,3,6140,No
POL39219,1000,625,50000,60,1,Rollover,3,2072,No
POL30569,2000,1016,50000,67,13,Rear-End,1,19035,No
POL20801,500,2729,150000,72,11,Hit & Run,1,8554,No
POL85548,1000,544,50000,49,21,Rear-End,2,14614,No
POL31212,2000,2566,100000,21,12,Rollover,2,15495,No
POL71806,500,777,50000,59,7,Rollover,1,14741,No
POL78033,1000,987,50000,39,1,Front Collision,5,12430,No
POL83141,1000,2337,50000,62,8,Front Collision,4,17226,No
POL73505,1000,1943,100000,18,14,Rear-End,4,7652,No
POL52789,500,1147,100000,37,6,Rear-End,1,11762,No
POL20350,2000,2884,100000,38,7,Side Impact,1,12822,No
POL23767,500,1445,150000,63,16,Rollover,4,12813,No
POL21759,2000,2863,50000,38,5,Front Collision,4,12619,No
POL93488,2000,1075,150000,35,20,Side Impact,4,16260,No
POL13007,2000,2067,50000,79,0,Rear-End,1,7215,No
POL45492,500,562,150000,36,9,Rear-End,2,19832,Yes
POL48656,500,1064,50000,48,12,Rear-End,2,16355,No
POL14976,1000,2188,100000,26,0,Rear-End,4,7147,Yes
POL15761,500,1609,150000,49,22,Side Impact,1,13549,No
POL66061,2000,1793,50000,24,22,Rollover,1,6417,No
POL98005,1000,857,150000,62,16,Hit & Run,2,6447,No
POL34081,1000,1968,50000,84,19,Rollover,5,1756,No
POL94022,500,2797,50000,46,0,Side Impact,5,10228,Yes
POL28863,2000,2798,100000,45,7,Rollover,3,15717,No
POL51598,2000,800,50000,32,18,Front Collision,4,6369,No
POL21850,2000,1130,100000,44,2,Side Impact,3,9082,No
POL99765,1000,759,150000,24,18,Rollover,2,2371,No
POL54718,1000,2064,150000,83,18,Front Collision,5,4529,No
POL86295,500,1221,50000,72,13,Rear-End,5,7579,No
POL53480,2000,1575,150000,52,13,Rollover,5,9528,No
POL77679,2000,707,150000,19,20,Front Collision,2,11175,No
POL47917,2000,2039,150000,26,14,Side Impact,3,11837,No
POL37394,2000,521,100000,49,8,Hit & Run,1,8323,No
POL29362,2000,1965,150000,68,0,Side Impact,2,6007,Yes
POL93342,1000,2530,50000,29,19,Side Impact,4,17426,No
POL65475,500,1659,100000,44,11,Hit & Run,1,5015,No
POL91051,2000,2429,100000,26,16,Side Impact,5,5413,No
POL10910,2000,2372,150000,30,16,Rollover,3,17819,No
POL93103,500,1731,50000,85,21,Rollover,2,2357,No
POL15293,2000,2314,50000,27,1,Rear-End,1,2106,Yes
POL36528,500,2831,50000,25,11,Side Impact,4,9943,No
POL36982,500,945,50000,45,22,Front Collision,2,18779,No
POL12426,2000,599,150000,82,11,Side Impact,2,5357,No
POL43174,1000,2579,50000,18,22,Hit & Run,2,7846,No
POL16603,2000,1049,50000,33,15,Hit & Run,5,6609,No
POL95621,2000,2307,150000,75,1,Rollover,5,4374,No
POL85601,500,2780,100000,67,14,Rear-End,3,4528,No
POL73364,1000,2978,50000,74,0,Rear-End,1,17448,No
POL89242,2000,2490,150000,74,3,Rollover,2,5339,No
POL91286,2000,1536,150000,24,17,Hit & Run,1,2318,No
POL92470,500,1825,50000,25,12,Front Collision,5,10809,No
POL28489,500,2624,50000,19,21,Rollover,3,7917,No
POL14311,2000,705,100000,21,4,Hit & Run,1,15737,Yes
POL64528,500,584,100000,44,20,Rear-End,1,9301,No
POL68327,1000,1523,50000,67,13,Hit & Run,1,19946,No
POL41954,1000,2968,50000,24,0,Rear-End,3,17021,Yes
POL74537,500,2050,150000,76,1,Rear-End,1,2883,No
POL73925,1000,1187,50000,71,2,Front Collision,2,7723,No
POL30466,500,825,100000,72,16,Front Collision,4,13879,No
POL20230,500,1066,50000,52,4,Side Impact,2,13476,Yes
POL57342,1000,2167,150000,85,9,Hit & Run,3,9720,No
POL59538,2000,2645,100000,58,8,Front Collision,4,9057,No
POL68246,2000,2703,150000,56,10,Front Collision,1,10782,No
POL99065,2000,1494,150000,22,11,Hit & Run,2,12864,No
POL39129,1000,703,150000,47,21,Rollover,2,12237,No
POL65117,2000,2721,50000,48,10,Front Collision,4,9268,No
POL26806,1000,1490,50000,85,23,Side Impact,1,10767,No
POL48986,2000,1935,100000,32,11,Rollover,3,10147,No
POL35449,1000,1007,50000,63,5,Rear-End,5,9880,No
POL80720,1000,2992,100000,65,20,Rear-End,3,12651,No
POL77242,2000,1946,50000,45,6,Rollover,1,14329,No
POL22565,500,2977,50000,79,19,Side Impact,4,1760,No
POL50804,2000,2608,150000,24,12,Rollover,2,17818,No
POL84352,500,1428,150000,26,6,Rear-End,2,4089,No
POL49089,1000,819,100000,65,11,Front Collision,1,16295,No
POL60655,500,1491,150000,64,1,Hit & Run,4,16273,Yes
POL84602,2000,869,150000,19,6,Side Impact,2,6215,No
POL98365,500,1383,50000,51,21,Hit & Run,2,9632,No
POL38116,2000,2152,100000,30,10,Side Impact,2,16183,No
POL98103,500,1478,100000,56,23,Side Impact,4,1821,No
POL22613,1000,1160,50000,21,10,Hit & Run,4,13899,Yes
POL49964,1000,2341,50000,68,3,Rollover,1,2374,No
POL81912,2000,527,100000,22,17,Rear-End,1,10079,No
POL46779,2000,2943,50000,68,13,Front Collision,2,11221,No
POL41641,1000,1510,50000,50,15,Rear-End,5,8362,No
POL71303,500,796,50000,20,21,Rear-End,2,17495,Yes
POL44807,1000,2569,150000,56,14,Side Impact,5,16746,No
POL47386,500,1090,100000,45,2,Front Collision,1,16997,Yes
POL98641,1000,1939,50000,76,23,Hit & Run,2,16259,Yes
POL53826,2000,2491,150000,29,18,Front Collision,3,16427,No
POL70091,500,2033,50000,64,13,Rear-End,1,9109,No
POL88557,500,2082,150000,38,21,Hit & Run,4,13670,No
POL12328,2000,1891,150000,20,11,Front Collision,3,13192,No
POL35954,1000,1738,150000,82,22,Rear-End,5,8012,No
POL22516,500,2633,150000,62,16,Hit & Run,5,4391,Yes
POL31475,500,617,150000,66,5,Hit & Run,4,6568,No
POL64669,1000,1959,150000,42,10,Rear-End,1,15458,No
POL23761,2000,2712,100000,73,2,Rollover,1,10691,No
POL57450,500,2299,50000,72,2,Side Impact,4,16452,Yes
POL79908,1000,1234,50000,80,6,Side Impact,2,18880,No
POL40362,1000,1556,50000,44,3,Front Collision,4,1116,No
POL67080,500,1617,150000,55,3,Hit & Run,2,16157,Yes
POL88160,2000,1507,50000,61,7,Rollover,4,17113,No
POL50757,500,1095,150000,70,21,Side Impact,3,2629,No
POL31839,1000,2916,150000,84,5,Hit & Run,3,10428,Yes
POL52102,500,856,150000,54,23,Rollover,1,5904,No
POL53773,1000,2722,50000,39,23,Hit & Run,2,18263,Yes
POL21675,2000,2048,100000,42,12,Hit & Run,3,12009,No
POL63031,500,1939,150000,36,10,Front Collision,2,3545,No
POL23498,500,1210,100000,70,11,Front Collision,4,16706,No
POL95985,2000,2481,150000,22,22,Rear-End,1,2295,No
POL47522,2000,1185,100000,84,4,Rollover,3,4053,No
POL16163,1000,1343,100000,57,14,Front Collision,5,3316,No
POL97432,2000,1964,150000,65,10,Hit & Run,2,18071,No
POL91990,2000,2792,50000,33,7,Side Impact,5,10790,No
POL79978,2000,2768,100000,77,15,Rear-End,3,1254,No
POL39996,2000,2850,100000,67,8,Side Impact,4,10482,No
POL94651,2000,571,150000,81,19,Rear-End,1,14754,No
POL96882,2000,2204,50000,81,21,Rear-End,1,12405,No
POL53819,2000,2026,150000,26,12,Rear-End,4,12017,No
POL14784,2000,2857,100000,47,14,Rear-End,5,8604,Yes
POL11565,1000,2665,150000,48,22,Front Collision,4,1753,No
POL27772,1000,1118,100000,66,1,Rear-End,1,6114,No
POL64637,500,660,50000,53,12,Hit & Run,2,1402,No
POL96476,1000,1084,100000,70,3,Front Collision,4,8187,No
POL44715,2000,2268,150000,77,20,Hit & Run,1,10240,No
POL69193,2000,2633,150000,28,13,Side Impact,1,15823,No
POL46810,2000,1451,50000,76,7,Front Collision,4,4544,No
POL38112,500,2970,50000,70,15,Side Impact,2,4968,No
POL82812,1000,2737,150000,66,4,Hit & Run,1,8392,Yes
POL20747,1000,1533,50000,68,5,Side Impact,2,6076,No
POL87709,500,2508,100000,42,19,Rear-End,3,10693,No
POL11948,1000,562,50000,69,20,Front Collision,3,3035,No
POL20094,1000,1198,50000,41,10,Rear-End,4,6025,Yes
POL72203,2000,2012,100000,69,1,Hit & Run,2,11652,Yes
POL50236,500,516,100000,19,13,Hit & Run,3,6959,No
POL88264,500,2961,100000,24,20,Hit & Run,1,12915,No
POL67480,500,1307,100000,81,15,Rear-End,4,4722,No
POL70767,500,2749,100000,34,21,Side Impact,3,8739,No
POL99848,1000,592,50000,58,14,Rear-End,4,9808,No
POL89211,2000,2632,50000,83,21,Front Collision,1,8076,No
POL50186,2000,2473,50000,60,3,Hit & Run,1,8663,Yes
POL27671,1000,1925,100000,48,4,Side Impact,1,9414,No
POL26680,2000,1341,150000,55,13,Front Collision,2,16711,Yes
POL89118,2000,2287,100000,72,21,Rear-End,5,15578,No
POL88421,1000,697,100000,21,10,Front Collision,3,2875,No
POL64098,2000,751,50000,74,4,Hit & Run,3,11680,Yes
POL59759,2000,2244,150000,21,6,Rear-End,1,2621,No
POL32310,1000,534,100000,29,21,Side Impact,2,13945,No
POL74511,2000,1975,50000,33,15,Rollover,5,6013,No
POL29568,1000,879,100000,46,2,Hit & Run,3,6918,Yes
POL46203,1000,689,50000,73,18,Rear-End,4,16509,No
POL90312,1000,940,50000,18,20,Side Impact,5,11361,No
POL27955,2000,2847,50000,85,0,Side Impact,5,4012,Yes
POL26708,1000,1744,50000,47,14,Hit & Run,2,2886,No
POL15161,500,2876,100000,53,0,Side Impact,4,12694,Yes
POL45939,1000,674,50000,53,16,Rollover,1,14338,No
