policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL47170,2000,2915,150000,71,14,Side Impact,1,13190,Yes
POL28587,500,1661,150000,79,2,Front Collision,4,19843,Yes
POL89155,1000,1194,50000,45,2,Front Collision,1,6570,Yes
POL59066,1000,1598,50000,59,11,Side Impact,2,17579,Yes
POL86780,1000,1619,150000,46,21,Front Collision,2,9216,Yes
POL21357,1000,2524,50000,21,13,Rollover,4,10380,Yes
POL49461,1000,677,50000,84,3,Rear-End,5,8938,Yes
POL91756,500,809,150000,41,7,Hit & Run,5,16087,Yes
POL52009,2000,1965,100000,44,6,Hit & Run,2,11311,Yes
POL87874,500,1568,100000,67,22,Rear-End,2,11897,Yes
POL95427,1000,2611,150000,61,13,Hit & Run,3,6001,No
POL66102,2000,958,100000,35,12,Hit & Run,2,19905,No
POL48906,500,1527,150000,73,22,Side Impact,1,2459,Yes
POL62378,1000,2011,150000,60,21,Front Collision,2,8350,No
POL31374,2000,2940,150000,53,12,Hit & Run,3,18242,Yes
POL37423,2000,2026,100000,57,6,Rollover,2,16963,Yes
POL96426,1000,1238,100000,48,2,Side Impact,3,6600,No
POL75337,500,2587,150000,48,22,Rollover,3,12630,No
POL74810,1000,1262,50000,43,2,Hit & Run,4,17277,No
POL97903,2000,878,50000,43,11,Rear-End,1,10422,Yes
POL31163,1000,1084,100000,75,8,Rollover,4,18906,Yes
POL14957,2000,1072,100000,66,3,Rear-End,3,2116,Yes
POL39228,2000,1825,100000,71,3,Hit & Run,2,18882,No
POL28185,1000,2060,100000,22,19,Side Impact,5,4243,No
POL70103,2000,1765,150000,55,6,Rear-End,4,10184,No
POL97897,500,815,50000,63,2,Hit & Run,5,17785,Yes
POL87304,2000,997,50000,62,16,Side Impact,4,4572,Yes
POL10254,500,2433,150000,53,21,Hit & Run,2,6744,No
POL64868,2000,1558,150000,81,13,Side Impact,3,2137,Yes
POL76616,2000,808,100000,75,11,Rear-End,5,10215,No
POL79411,500,2809,150000,22,22,Side Impact,3,15468,Yes
POL27444,1000,1976,50000,82,1,Front Collision,1,2221,Yes
POL36166,2000,1289,100000,82,14,Front Collision,4,13628,No
POL88206,1000,2765,150000,27,5,Hit & Run,3,3289,Yes
POL57938,2000,2568,50000,25,8,Hit & Run,5,18168,Yes
POL57652,2000,2015,50000,79,2,Hit & Run,3,14123,Yes
POL29553,500,1519,50000,47,23,Hit & Run,5,19710,Yes
POL19578,2000,1457,150000,61,10,Rollover,3,17442,Yes
POL70313,500,801,150000,40,18,Side Impact,4,2640,No
POL73422,2000,925,150000,69,17,Side Impact,5,2405,Yes
POL74253,1000,2564,100000,59,16,Side Impact,1,2796,Yes
POL38846,500,960,150000,26,12,Side Impact,2,18770,Yes
POL72741,500,2874,50000,72,2,Front Collision,5,16441,Yes
POL52749,1000,1333,100000,73,21,Front Collision,5,9458,No
POL40145,500,2723,100000,84,0,Hit & Run,5,6356,Yes
POL96311,2000,1166,50000,41,23,Rollover,2,17286,No
POL34319,2000,2307,150000,66,4,Front Collision,2,2356,No
POL35370,1000,864,50000,62,18,Rear-End,2,10959,No
POL58015,1000,1340,100000,26,17,Front Collision,1,13811,Yes
POL67669,1000,1073,50000,47,7,Rollover,5,9111,No
POL91659,500,1083,150000,25,3,Front Collision,3,5755,Yes
POL66722,500,1604,150000,48,19,Rollover,5,14287,Yes
POL52372,1000,1628,150000,68,12,Rollover,2,3696,Yes
POL18377,2000,2436,100000,55,4,Hit & Run,2,10762,No
POL80552,500,973,50000,41,22,Rollover,5,8253,No
POL36061,1000,1669,50000,76,15,Front Collision,2,15663,No
POL72127,2000,842,150000,73,7,Front Collision,3,12961,Yes
POL96366,500,1792,100000,56,13,Front Collision,4,7748,No
POL63999,1000,1332,50000,34,9,Side Impact,4,8984,No
POL67293,500,1937,50000,85,11,Front Collision,4,10010,No
POL28871,500,1399,100000,24,22,Rear-End,5,14749,Yes
POL88086,2000,1430,100000,40,0,Rear-End,3,14241,Yes
POL51584,2000,657,150000,59,15,Hit & Run,4,16209,Yes
POL91635,500,1438,100000,38,16,Rear-End,4,16045,Yes
POL32894,500,2350,100000,83,10,Rear-End,1,2304,No
POL32646,1000,2160,150000,73,20,Rollover,3,11734,Yes
POL30440,2000,1440,50000,78,8,Rollover,3,11691,No
POL39946,500,2114,100000,19,15,Side Impact,3,11255,No
POL88607,500,2525,100000,81,18,Front Collision,2,11654,No
POL26298,2000,1015,100000,69,7,Front Collision,5,3722,No
POL14718,500,2019,50000,76,6,Front Collision,5,9971,Yes
POL22717,1000,850,150000,76,18,Rear-End,2,13728,Yes
POL33232,500,1633,100000,35,3,Front Collision,5,15419,Yes
POL39271,1000,2663,100000,60,12,Rollover,3,8875,No
POL62839,500,2018,100000,33,11,Side Impact,1,7426,No
POL25253,500,1972,100000,48,17,Side Impact,3,15536,No
POL28203,1000,1502,100000,53,6,Rollover,2,19295,No
POL63083,500,524,100000,85,9,Rear-End,5,7407,Yes
POL38783,1000,1203,50000,80,20,Rear-End,2,4850,Yes
POL60595,500,2755,100000,57,12,Rear-End,1,11850,No
POL48082,1000,2001,50000,55,23,Side Impact,1,15592,Yes
POL48670,1000,1478,50000,28,11,Hit & Run,2,18070,No
POL85748,500,983,100000,48,7,Front Collision,3,13426,Yes
POL48928,2000,671,100000,52,21,Side Impact,2,14867,No
POL72893,500,1122,150000,42,1,Front Collision,5,12930,No
POL80687,500,2454,50000,42,23,Hit & Run,5,4442,Yes
POL43098,1000,1989,150000,62,19,Hit & Run,4,14581,Yes
POL75287,1000,1738,100000,35,17,Front Collision,2,19512,No
POL67351,500,1169,100000,50,16,Side Impact,1,4475,Yes
POL63794,2000,1692,100000,73,0,Rear-End,1,4595,No
POL95257,500,1988,100000,41,12,Rollover,5,17713,Yes
POL92263,2000,531,50000,47,8,Hit & Run,1,5448,Yes
POL18361,2000,1531,50000,62,4,Rollover,2,8005,No
POL50671,2000,2205,50000,57,12,Rollover,1,5494,No
POL77011,500,2509,50000,37,8,Side Impact,5,1599,Yes
POL73879,2000,2033,50000,81,12,Front Collision,4,4280,No
POL44928,1000,2277,100000,64,23,Front Collision,2,9485,Yes
POL85563,2000,2339,100000,54,13,Rear-End,2,2369,No
POL67528,2000,1027,50000,19,7,Side Impact,3,14456,No
POL90006,2000,2274,50000,75,16,Side Impact,1,9692,Yes
POL56247,2000,977,150000,26,20,Side Impact,5,9993,Yes
POL40076,2000,848,50000,38,5,Side Impact,1,8150,No
POL94848,1000,878,50000,65,14,Rollover,4,3966,No
POL48626,2000,1827,150000,70,18,Rear-End,2,3392,Yes
POL56806,500,998,100000,27,18,Rollover,1,5650,Yes
POL20013,2000,1082,150000,61,16,Hit & Run,3,7296,No
POL57451,500,2810,100000,62,10,Side Impact,2,3723,Yes
POL51757,500,1044,50000,79,9,Front Collision,1,7094,No
POL38745,1000,2088,50000,35,10,Rear-End,5,17202,Yes
POL47902,500,2779,100000,84,1,Front Collision,2,16512,Yes
POL31026,1000,830,100000,34,9,Front Collision,4,1917,No
POL37349,1000,550,150000,46,6,Rear-End,1,13271,No
POL62031,500,2238,50000,44,23,Hit & Run,2,14725,Yes
POL58463,1000,1832,50000,19,11,Rollover,5,17123,No
POL93164,500,1423,50000,44,5,Rollover,2,18603,No
POL55940,500,2773,100000,74,18,Rear-End,3,17619,Yes
POL79181,2000,2513,50000,21,17,Rollover,4,15566,No
POL12198,1000,1317,150000,44,23,Side Impact,3,2688,Yes
POL23395,1000,2112,50000,43,1,Side Impact,2,1335,Yes
POL57993,500,1854,50000,80,0,Front Collision,4,9257,Yes
POL77334,500,1514,100000,27,18,Hit & Run,5,3952,Yes
POL37831,1000,2423,100000,30,4,Rear-End,2,5443,No
POL33303,1000,1611,150000,79,17,Side Impact,4,9880,No
POL11658,2000,2541,150000,33,23,Rear-End,2,2435,No
POL11609,1000,2282,50000,71,3,Hit & Run,1,10998,Yes
POL40114,500,813,100000,37,2,Front Collision,4,5281,Yes
POL52875,2000,769,100000,49,2,Rear-End,2,13813,Yes
POL83455,2000,992,150000,76,7,Rollover,4,5743,Yes
POL80619,500,2685,150000,45,20,Front Collision,5,3619,No
POL14668,500,2011,50000,85,13,Rollover,4,3044,Yes
POL81916,500,1746,150000,60,20,Rollover,3,8131,No
POL39468,2000,2409,50000,47,21,Front Collision,5,1544,Yes
POL98763,2000,2281,50000,54,20,Front Collision,4,1450,Yes
POL46215,1000,913,100000,71,0,Hit & Run,5,3992,Yes
POL74369,1000,668,100000,32,3,Front Collision,1,2196,No
POL35691,500,1574,100000,47,16,Rollover,4,1912,Yes
POL78974,2000,981,50000,48,22,Side Impact,3,4614,Yes
POL25345,1000,1177,50000,45,19,Side Impact,2,14638,Yes
POL43058,1000,2233,100000,34,3,Rollover,4,1227,Yes
POL18689,500,2252,150000,55,13,Hit & Run,1,3141,No
POL21629,500,1881,150000,47,13,Rollover,2,16465,Yes
POL20220,500,2130,100000,33,10,Rear-End,5,7407,Yes
POL52451,500,525,150000,39,0,Rear-End,3,14294,No
POL89395,500,1973,50000,27,13,Side Impact,3,13087,No
POL57504,2000,2384,150000,59,18,Rear-End,5,15124,No
POL64602,1000,1097,50000,67,0,Rollover,2,10616,Yes
POL82306,2000,564,50000,57,10,Side Impact,1,15067,Yes
POL12971,2000,2010,50000,61,16,Hit & Run,3,3480,No
POL16905,500,1013,50000,46,20,Side Impact,1,13283,No
POL95059,2000,593,150000,37,15,Rear-End,4,3452,No
POL86346,2000,1898,150000,61,12,Rollover,3,1584,Yes
POL73250,500,2871,150000,64,19,Side Impact,4,3347,No
POL95036,500,2211,50000,84,14,Rollover,4,19101,No
POL18710,500,2688,100000,76,5,Side Impact,1,4694,Yes
POL81814,1000,1853,150000,40,1,Rollover,4,7471,Yes
POL61898,1000,2359,150000,84,8,Rear-End,5,7924,Yes
POL99397,1000,1681,50000,82,9,Rear-End,5,2974,No
POL84603,2000,2270,50000,42,14,Rollover,3,5190,No
POL31798,500,2286,100000,21,7,Rear-End,2,2102,Yes
POL17295,500,1372,100000,77,3,Side Impact,5,8842,No
POL74346,1000,2780,150000,43,8,Side Impact,1,18165,Yes
POL72323,500,1724,100000,75,20,Side Impact,5,12500,Yes
POL74710,2000,1814,50000,44,10,Hit & Run,5,16042,No
POL46488,1000,1844,50000,66,8,Rollover,4,6083,No
POL45601,1000,1593,100000,67,3,Side Impact,1,16650,No
POL53826,500,1401,50000,30,23,Rear-End,2,9970,Yes
POL34588,1000,1415,150000,28,2,Rear-End,2,4410,No
POL42635,500,746,50000,65,1,Side Impact,4,10535,Yes
POL13857,2000,578,150000,85,1,Rollover,1,17893,Yes
POL71887,2000,1413,100000,28,3,Side Impact,5,6431,No
POL59564,2000,2626,150000,55,19,Hit & Run,4,10889,No
POL64052,1000,1499,50000,79,12,Hit & Run,4,9630,Yes
POL91871,1000,1847,50000,53,0,Rollover,3,13681,No
POL94265,2000,2914,100000,62,7,Rollover,2,18707,No
POL88278,500,1849,150000,60,2,Side Impact,4,18556,Yes
POL86453,1000,1538,150000,77,23,Hit & Run,1,14840,No
POL56143,1000,966,50000,71,1,Hit & Run,1,16529,No
POL94162,500,1446,50000,55,2,Rear-End,2,8574,Yes
POL34812,2000,1496,50000,25,16,Rear-End,1,11895,No
POL96516,500,698,100000,71,8,Rear-End,4,16501,Yes
POL15334,2000,2473,100000,64,12,Side Impact,2,14524,No
POL41555,500,2769,50000,70,17,Hit & Run,4,2538,Yes
POL23422,1000,1253,100000,84,12,Rollover,3,4424,No
POL47675,2000,1734,150000,25,7,Rollover,2,2452,Yes
POL70429,500,1121,100000,85,8,Rollover,2,2226,Yes
POL95697,2000,1351,100000,19,12,Side Impact,4,12939,No
POL68650,500,948,150000,69,3,Hit & Run,3,15771,No
POL45101,1000,1565,100000,65,9,Rollover,2,13439,Yes
POL74714,500,661,150000,48,12,Side Impact,3,6759,No
POL64049,2000,2700,150000,56,9,Side Impact,1,6463,No
POL97573,2000,1619,100000,59,12,Hit & Run,4,11467,No
POL51038,1000,2477,100000,36,20,Rollover,2,5418,Yes
POL29194,1000,2463,150000,77,11,Front Collision,3,17477,Yes
POL99325,500,916,50000,76,4,Rollover,2,8293,Yes
POL27732,1000,2830,150000,77,14,Front Collision,3,6819,Yes
POL17966,500,1142,150000,68,22,Rollover,2,7333,Yes
POL78899,500,758,150000,77,9,Rear-End,3,19883,No
POL30572,500,1792,150000,84,12,Rollover,1,2479,No
POL85460,2000,2146,150000,83,10,Rollover,2,4810,No
POL89626,1000,1931,50000,46,12,Side Impact,3,6923,Yes
POL44471,500,1528,150000,33,6,Side Impact,4,6551,Yes
POL22027,500,2407,100000,27,16,Rollover,1,15598,Yes
POL83824,1000,1978,150000,75,1,Rollover,4,5638,No
POL20666,2000,1403,150000,52,9,Rear-End,1,4453,No
POL45129,2000,1651,150000,70,3,Hit & Run,3,12056,No
POL83446,2000,1812,150000,37,21,Side Impact,4,15602,No
POL78990,1000,654,100000,53,10,Hit & Run,5,19308,Yes
POL85516,1000,1039,150000,67,0,Front Collision,4,17845,Yes
POL84670,500,1751,150000,56,0,Front Collision,2,19579,Yes
POL67759,500,624,100000,25,12,Rollover,2,18269,No
POL31977,500,1444,150000,82,5,Hit & Run,1,4096,No
POL14317,2000,1043,150000,53,14,Rear-End,5,16788,No
POL66172,1000,1536,100000,28,0,Front Collision,1,17875,No
POL99336,1000,1542,100000,54,19,Rollover,1,3985,Yes
POL67971,1000,1500,50000,84,7,Front Collision,1,5641,Yes
POL30000,500,869,100000,48,15,Hit & Run,2,16678,Yes
POL42718,1000,1660,100000,53,1,Rear-End,5,10378,Yes
POL73600,2000,2400,150000,41,23,Rollover,5,11648,No
POL95546,2000,2699,100000,80,9,Hit & Run,1,5291,Yes
POL50611,1000,912,150000,33,12,Rollover,1,10670,Yes
POL14486,1000,1639,100000,78,0,Hit & Run,1,10731,Yes
POL75119,500,1382,150000,37,11,Hit & Run,4,5000,No
POL31286,1000,2934,50000,73,20,Hit & Run,1,1939,No
POL74322,1000,2106,50000,24,21,Side Impact,5,1144,No
POL10820,1000,2933,100000,37,17,Rear-End,3,19061,Yes
POL25267,500,1999,150000,77,3,Side Impact,3,2107,No
POL66316,1000,2829,150000,35,11,Rollover,2,9954,No
POL15668,2000,2418,100000,67,17,Side Impact,5,10898,Yes
POL97719,2000,2765,150000,45,12,Rear-End,2,8974,No
POL37927,1000,2753,150000,79,2,Hit & Run,5,5640,Yes
POL88646,2000,1944,50000,85,4,Hit & Run,2,3079,No
POL69046,2000,2932,150000,80,4,Rollover,3,11077,Yes
POL95058,2000,740,50000,20,5,Rear-End,1,18164,No
POL22428,1000,569,150000,42,19,Rollover,4,9049,No
POL49826,2000,1360,50000,67,0,Rollover,1,9936,No
POL19303,1000,2192,150000,48,0,Rollover,1,18684,No
POL26426,1000,1354,150000,59,23,Rear-End,2,12960,Yes
POL64459,1000,2106,50000,44,3,Rear-End,5,6743,No
POL88131,1000,1215,100000,62,14,Rear-End,1,13640,No
POL96650,1000,656,100000,20,20,Rollover,5,1218,No
POL39732,2000,2373,150000,41,14,Rollover,4,18222,Yes
POL59371,1000,1642,50000,73,1,Rollover,3,3191,No
POL98788,2000,981,150000,69,6,Rollover,2,8084,No
POL98419,500,616,150000,57,1,Rollover,2,3453,Yes
POL90229,1000,2181,100000,68,22,Front Collision,3,1193,No
POL52041,2000,1607,100000,44,3,Rear-End,3,13912,Yes
POL63646,1000,2859,100000,35,21,Front Collision,1,18345,Yes
POL90637,500,2022,150000,40,14,Front Collision,4,17316,No
POL45071,1000,2770,150000,83,20,Hit & Run,4,8638,No
POL80181,500,2387,150000,21,14,Side Impact,2,19463,No
POL30006,500,2869,50000,59,12,Rollover,2,8669,Yes
POL15825,2000,2408,50000,75,21,Front Collision,1,4685,Yes
POL95415,500,817,100000,60,21,Rear-End,4,15253,Yes
POL27333,500,2652,150000,25,11,Front Collision,1,5947,Yes
POL86039,2000,847,150000,57,17,Side Impact,5,3620,Yes
POL65150,1000,1764,150000,38,22,Side Impact,4,7807,Yes
POL69783,1000,2228,50000,34,10,Side Impact,5,17762,Yes
POL99490,500,2092,100000,85,16,Rear-End,2,9383,Yes
POL89994,2000,2748,150000,26,7,Front Collision,1,6110,No
POL74374,1000,2164,50000,57,13,Side Impact,2,17230,No
POL89800,1000,945,50000,83,6,Hit & Run,2,18161,No
POL32588,2000,739,150000,22,7,Rollover,4,11491,No
POL31080,1000,625,50000,20,19,Hit & Run,3,10619,No
POL44993,2000,1002,100000,76,14,Front Collision,5,8834,Yes
POL57266,1000,2639,150000,34,18,Side Impact,2,4363,Yes
POL31545,2000,676,150000,70,12,Front Collision,1,5579,No
POL27993,500,1094,150000,22,21,Hit & Run,1,3611,Yes
POL73431,2000,2496,100000,57,16,Front Collision,2,17865,Yes
POL41759,2000,2045,50000,54,12,Front Collision,1,3802,No
POL37407,500,2221,100000,72,14,Rear-End,5,5191,Yes
POL37046,1000,2444,150000,51,9,Front Collision,3,3802,No
POL99170,2000,2406,100000,25,10,Rollover,5,12255,Yes
POL33399,500,1749,150000,77,4,Rear-End,1,10995,Yes
POL76554,2000,2186,150000,44,6,Front Collision,3,4976,No
POL58266,500,1140,150000,25,18,Side Impact,1,3302,No
POL73394,2000,2349,50000,79,2,Rollover,1,1559,Yes
POL34048,1000,2349,50000,56,20,Hit & Run,1,3267,No
POL63503,500,1356,100000,58,22,Rollover,5,10363,No
POL86084,2000,1368,50000,78,18,Rollover,1,8681,No
POL77699,1000,1834,50000,67,14,Side Impact,2,8172,Yes
POL65206,500,1364,100000,61,1,Rear-End,5,19274,No
POL52160,1000,1844,150000,26,0,Rollover,4,3529,Yes
POL81320,500,2639,50000,23,7,Front Collision,2,17016,No
POL60495,2000,925,100000,21,11,Hit & Run,5,16010,No
POL97507,500,1411,100000,84,1,Side Impact,3,16901,Yes
POL77938,1000,1372,50000,40,2,Hit & Run,3,16572,No
POL59234,1000,962,100000,81,8,Rollover,5,8033,No
POL41301,2000,1929,50000,20,19,Hit & Run,3,13346,Yes
POL45702,500,809,100000,55,17,Rollover,2,19593,Yes
POL84759,500,578,50000,67,15,Rear-End,4,18590,No
POL82369,1000,2710,50000,32,11,Hit & Run,5,14914,Yes
POL10235,1000,726,150000,55,20,Side Impact,2,7262,Yes
POL20389,500,1700,150000,44,2,Rear-End,5,4320,No
POL14381,1000,881,100000,32,3,Side Impact,5,12954,No
POL54668,2000,1870,100000,35,6,Rollover,4,4330,No
POL49318,1000,1140,150000,78,8,Hit & Run,2,12889,Yes
POL54906,500,1917,100000,46,15,Rollover,4,17236,Yes
POL27225,500,1801,50000,25,15,Hit & Run,1,1344,Yes
POL62222,2000,1574,150000,85,1,Front Collision,3,19060,No
POL14867,1000,1387,50000,48,2,Rollover,1,11977,No
POL88003,1000,2786,100000,38,10,Hit & Run,3,15263,Yes
POL14277,1000,2609,100000,28,22,Rear-End,5,16579,No
POL14598,500,2164,100000,60,0,Rear-End,2,18771,Yes
POL67021,1000,697,150000,29,6,Hit & Run,3,8404,Yes
POL37454,2000,1333,150000,30,14,Front Collision,3,8000,Yes
POL13423,500,2240,150000,84,15,Rollover,5,11156,No
POL12873,1000,1285,100000,26,5,Rollover,2,6546,No
POL36472,2000,2133,100000,32,9,Rear-End,5,1396,No
POL44016,1000,2312,100000,68,11,Front Collision,3,13205,No
POL70427,500,2607,100000,85,0,Rollover,3,15010,No
POL87618,1000,851,100000,40,0,Front Collision,3,18950,Yes
POL62783,500,1155,50000,40,19,Side Impact,3,5576,Yes
POL61689,1000,1467,50000,47,3,Hit & Run,4,5759,No
POL63981,1000,2068,100000,64,20,Side Impact,2,18770,No
POL39290,500,1679,50000,71,4,Rollover,2,12326,Yes
POL14001,2000,2854,150000,29,11,Side Impact,1,17488,No
POL99714,2000,1534,150000,33,18,Front Collision,1,2410,Yes
POL38216,500,743,100000,29,7,Rollover,3,12578,Yes
POL27152,2000,2705,50000,61,6,Rear-End,5,7769,Yes
POL18476,1000,857,50000,54,19,Hit & Run,4,8626,Yes
POL12187,1000,2762,100000,62,1,Front Collision,2,11642,No
POL23349,1000,2755,150000,48,16,Hit & Run,1,13571,Yes
POL22899,2000,2864,100000,41,5,Front Collision,4,4339,Yes
POL53975,500,2677,100000,31,0,Front Collision,1,1986,No
POL97648,500,613,100000,72,2,Side Impact,1,4180,Yes
POL66100,500,647,150000,31,14,Rollover,1,14623,Yes
POL42720,1000,654,100000,25,11,Hit & Run,4,18767,No
POL94401,1000,1925,100000,68,4,Rollover,3,4537,No
POL59009,500,1865,50000,38,5,Hit & Run,1,5375,Yes
POL57836,1000,1147,150000,56,10,Hit & Run,5,3030,No
POL25426,500,663,100000,76,0,Front Collision,2,17888,No
POL34328,500,1311,50000,27,7,Rollover,3,18153,Yes
POL70652,2000,2624,100000,55,14,Rollover,1,15526,No
POL45937,500,1885,150000,77,12,Front Collision,3,14066,Yes
POL15848,500,662,50000,38,2,Rear-End,2,12570,Yes
POL85862,500,1476,150000,60,19,Rear-End,5,4837,No
POL46698,1000,918,100000,25,9,Hit & Run,3,13766,No
POL85240,2000,1736,150000,67,12,Rollover,4,10535,No
POL16703,2000,1327,50000,50,19,Front Collision,4,8933,No
POL83675,2000,2113,100000,59,6,Rollover,4,10361,No
POL89019,1000,529,150000,45,2,Rear-End,1,1627,Yes
POL12918,500,1004,50000,64,21,Rear-End,5,6099,No
POL84088,2000,1986,150000,57,8,Hit & Run,3,6587,Yes
POL37972,1000,1009,100000,57,3,Rollover,3,8870,Yes
POL26098,500,2646,150000,78,7,Rollover,3,18289,No
POL89293,2000,849,50000,62,10,Rear-End,1,15516,No
POL16888,2000,2356,150000,72,11,Rear-End,1,13759,No
POL56249,1000,1941,50000,54,10,Rear-End,5,5611,No
POL92634,500,1399,150000,22,2,Side Impact,3,2787,Yes
POL77351,1000,744,100000,64,22,Side Impact,3,1205,No
POL36883,2000,1390,50000,19,13,Hit & Run,2,3474,Yes
POL78057,500,1263,150000,38,19,Hit & Run,2,14334,No
POL70494,500,2063,150000,44,15,Hit & Run,4,12318,No
POL12739,2000,1032,50000,44,11,Hit & Run,5,17126,No
POL42738,2000,1733,100000,58,13,Side Impact,2,4226,Yes
POL86318,2000,1511,150000,34,14,Rollover,1,6514,No
POL24240,1000,1630,150000,37,1,Front Collision,1,19828,No
POL98159,1000,2914,150000,19,3,Front Collision,5,8073,Yes
POL28428,1000,1770,150000,44,0,Hit & Run,3,7329,No
POL93212,2000,669,100000,33,7,Side Impact,2,10931,No
POL94251,2000,627,100000,77,17,Front Collision,4,6627,Yes
POL49040,2000,2185,150000,35,11,Hit & Run,2,16945,Yes
POL42587,500,1169,150000,29,5,Hit & Run,2,11084,No
POL97801,500,819,100000,40,18,Front Collision,1,3980,Yes
POL30417,500,1442,50000,65,6,Rollover,3,16015,Yes
POL32572,500,2977,150000,57,17,Rollover,3,16730,Yes
POL44586,500,1348,50000,55,23,Hit & Run,2,17380,Yes
POL16047,1000,2239,50000,74,23,Hit & Run,1,10703,No
POL37785,1000,694,150000,50,8,Hit & Run,2,10498,No
POL82269,2000,864,100000,19,5,Side Impact,4,1889,Yes
POL44966,500,1709,50000,28,21,Hit & Run,3,5132,No
POL40555,2000,1721,50000,53,12,Rear-End,4,5436,No
POL34982,1000,1187,100000,45,14,Hit & Run,1,13879,Yes
POL87447,2000,2882,100000,85,4,Rollover,5,5179,Yes
POL71812,1000,670,50000,37,19,Hit & Run,5,11866,No
POL91166,1000,1920,50000,31,21,Rollover,5,1819,Yes
POL78921,2000,1806,150000,28,21,Front Collision,2,13770,No
POL29528,500,730,100000,65,3,Rollover,3,5428,Yes
POL17554,500,2563,150000,26,7,Rear-End,2,4352,Yes
POL88404,500,2781,50000,44,0,Rear-End,5,11102,No
POL34431,1000,2735,150000,41,1,Front Collision,4,18162,No
POL79795,1000,1152,50000,34,3,Side Impact,2,11743,No
POL43971,1000,1294,100000,71,12,Rear-End,2,5833,No
POL90614,500,1290,150000,79,8,Rollover,2,1598,Yes
POL43793,500,2736,100000,32,21,Side Impact,5,16672,No
POL44935,1000,653,150000,84,23,Hit & Run,2,7782,No
POL12501,2000,1870,50000,84,19,Rollover,2,3709,Yes
POL54756,2000,1084,100000,21,1,Rollover,3,1431,No
POL23527,2000,2182,100000,78,20,Side Impact,5,6407,Yes
POL17981,500,2162,50000,83,5,Rollover,5,13751,No
POL98912,2000,1816,50000,26,19,Side Impact,5,16514,Yes
POL23573,1000,2504,100000,20,19,Rear-End,2,16543,No
POL19617,2000,2564,50000,82,8,Side Impact,5,1527,No
POL79388,1000,1705,100000,58,16,Rear-End,2,3736,No
POL79578,500,2300,150000,24,22,Front Collision,2,18550,Yes
POL98876,2000,2301,50000,18,1,Rollover,5,16665,Yes
POL33980,500,1470,100000,56,8,Rollover,5,8083,No
POL38473,500,1076,100000,39,22,Hit & Run,2,15859,Yes
POL62325,1000,1623,50000,23,22,Side Impact,2,4277,No
POL16311,1000,2360,50000,66,2,Hit & Run,2,3437,No
POL73949,2000,920,100000,43,15,Rollover,4,15587,Yes
POL58128,500,688,50000,61,0,Front Collision,2,11699,No
POL64269,500,1176,150000,43,23,Rear-End,4,3583,Yes
POL29033,500,2431,100000,57,16,Front Collision,1,18161,Yes
POL15029,500,1433,50000,29,4,Hit & Run,3,14068,No
POL57684,2000,2460,50000,81,5,Rear-End,4,17455,Yes
POL72054,1000,2187,150000,50,14,Rollover,2,6924,Yes
POL74668,500,1711,50000,19,21,Front Collision,4,14159,No
POL59609,500,1069,100000,54,1,Hit & Run,4,12904,Yes
POL61374,2000,1735,150000,71,0,Side Impact,3,8891,No
